snp_candidate,libdem_vote,labour_share,ukip_vote,conservative_share,green_vote,green_swing,labour_vote,ukip_share,libdem_swing,constituency_code,conservative_candidate,ukip_swing,green_share,majority,ukip_candidate,conservative_swing,green_candidate,labour_candidate,conservative_vote,snp_swing,turnout,snp_share,snp_vote,libdem_share,libdem_candidate,labour_swing
Natalie McGarry,318,32.4,1105,6.0,381,0.9,13729,2.6,-4.3,S14000030,Andrew Morrison,2.0,0.9,SNP,Arthur Misty Thackeray,1.5,Kim Long,Margaret Curran,2544,32.1,60.3,56.9,24116,0.7,Gary McLelland,-29.2
Anne McLaughlin,300,33.7,,4.7,615,1.6,12754,,-6.9,S14000032,Annie Wells,,1.6,SNP,,-0.7,Zara Kitson,Willie Bain,1769,43.9,56.8,58.1,21976,0.8,Eileen Baxendale,-34.7
Stewart McDonald,1019,29.7,,9.7,1431,0.5,14504,,-9.7,S14000034,Kyle Thornton,,2.9,SNP,,-1.7,Alastair Whitelaw,Tom Harris,4752,34.7,65.9,54.9,26773,2.1,Ewan Hoyle,-22.0
Peter Grant,892,30.6,,7.7,,,14562,,-5.8,S14000036,Alex Stewart-Clark,,,SNP,,0.5,,Melanie Ward,3685,38.1,68.2,59.8,28459,1.9,Jane Ann Liston,-31.7
Christopher Stephens,406,32.8,970,5.0,507,1.2,13438,2.4,-8.0,S14000035,Gordon McCaskill,2.4,1.2,SNP,Sarah Hemy,-1.6,Sean Templeton,Ian Davidson,2036,40.8,61.8,57.2,23388,1.0,Isabel Nelson,-29.7
Alex Salmond,19030,5.9,1166,11.7,,,3441,2.0,-3.3,S14000037,Colin Clark,2.0,,SNP,Emily Santos,-7.0,,Braden Davy,6807,25.5,73.3,47.7,27717,32.7,Christine Jardine,-14.2
Ronnie Cowan,1106,30.3,715,10.0,,,13522,1.6,-10.9,S14000038,George Jabbour,0.4,,SNP,Michael Burrows,-2.0,,Iain McKenzie,4446,37.6,75.2,55.1,24585,2.5,John Watson,-25.6
Alan Brown,789,30.4,,12.5,,,16362,,-5.9,S14000040,Brian Whittle,,,SNP,,-1.6,,Cathy Jamieson,6752,29.7,71.6,55.7,30000,1.5,Rod Ackland,-22.2
Martyn Day,1252,31.0,1682,12.0,,,19121,2.7,-10.8,S14000043,Sandy Batho,2.7,,SNP,Alistair Forrest,0.0,,Michael Connarty,7384,26.6,70.8,52.0,32055,2.0,Emma Farthing-Sykes,-18.8
Roger Mullin,1150,33.4,1237,9.9,,,17654,2.3,-7.1,S14000041,Dave Dempsey,0.7,,SNP,Jack Neill,0.6,,Kenny Selbie,5223,37.9,69.6,52.2,27628,2.2,Callum Leslie,-31.2
Angela Crawley,1203,30.5,1431,15.9,,,16876,2.6,-9.1,S14000042,Alex Allison,1.3,,SNP,Donald MacKay,0.9,,Jim Hood,8772,27.8,70.1,48.8,26976,2.2,Gregg Cullen,-19.4
Drew Hendry,18029,7.5,1236,5.9,1367,0.7,4311,2.1,-9.4,S14000039,Edward Mountain,0.9,2.4,SNP,Les Durance,-7.4,Isla O'Reilly,Mike Robb,3410,31.4,74.6,50.1,28838,31.3,Danny Alexander,-14.6
Hannah Bardell,1232,27.6,1757,10.3,,,15893,3.1,-9.0,S14000044,Christopher Donnelly,2.1,,SNP,Nathan Somerville,-0.5,,Graeme Morrice,5929,31.0,69.9,56.9,32736,2.1,Charles Dundas,-20.8
Owen Thompson,1132,30.2,1173,11.9,1219,1.0,14594,2.4,-14.8,S14000045,Michelle Ballantyne,1.5,2.5,SNP,Gordon Norrie,0.0,Ian Baxter,Kenny Young,5760,30.0,71.2,50.6,24453,2.3,Aisha Mir,-16.8
Angus Robertson,1395,9.9,1939,31.1,1345,2.7,4898,3.9,-11.7,S14000046,Douglas Ross,1.3,2.7,SNP,Robert Scorer,5.0,James MacKessack-Leitch,Sean Morton,15319,9.8,68.7,49.5,24384,2.8,Jamie Paterson,-7.1
Patricia Gibson,896,28.0,1296,14.8,,,15068,2.4,-8.4,S14000048,Jamie Greene,2.4,,SNP,Sharon McGonigal,-0.8,,Katy Clark,7968,27.2,71.1,53.2,28641,1.7,Ruby Kirkwood,-19.4
Marion Fellows,601,31.9,1289,7.7,,,15377,2.7,-8.6,S14000047,Meghan Gallacher,2.7,,SNP,Neil Wilson,-1.7,,Frank Roy,3695,38.4,68.6,56.5,27275,1.2,Ross Laird,-29.2
Angus MacNeil,456,28.6,,7.6,,,4560,,-4.6,S14000027,Mark Brown,,,SNP,,3.2,,Alasdair Morrison,1215,8.7,73.3,54.3,8662,2.9,Ruaraidh Ferguson,-4.3
Stephen Gethins,14179,7.7,,16.3,1387,3.1,3476,,-13.0,S14000049,Huw Bell,,3.1,SNP,,-5.5,Andy Collins,Brian Thomson,7373,26.7,73.0,40.9,18523,31.3,Tim Brett,-9.5
Tasmina Ahmed-Sheikh,1481,28.4,1331,20.7,,,16452,2.3,-8.8,S14000050,Luke Graham,0.9,,SNP,Martin Gray,0.2,,Gordon Banks,11987,18.4,74.8,46.0,26620,2.6,Iliyan Stefanov,-9.5
Gavin Newlands,1055,32.7,,12.3,703,1.4,16525,,-8.4,S14000052,John Anderson,,1.4,SNP,,-2.3,Ryan Morrison,Jim Sheridan,6183,31.7,76.2,50.7,25601,2.1,James Speirs,-21.3
Mhairi Black,1010,38.6,,7.6,,,17864,,-7.3,S14000053,Fraser Galloway,,,SNP,,-2.3,,Douglas Alexander,3526,32.9,75.4,50.9,23548,2.2,Eileen McCartin,-21.0
Pete Wishart,2059,8.1,1110,32.7,1146,2.1,4413,2.0,-8.5,S14000054,Alexander Stewart,2.0,2.1,SNP,John Myles,2.2,Louise Ramsay,Scott Nicholson,17738,10.9,74.8,50.5,27379,3.8,Peter Barrett,-8.3
Ian Blackford,14995,4.9,814,6.2,1051,0.3,2043,1.9,-16.8,S14000055,Lindsay McCallum,0.1,2.5,SNP,Philip Anderson,-6.0,Anne Thomas,Chris Conniff,2598,33.0,77.2,48.1,20119,35.9,Charles Kennedy,-10.2
Steven Paterson,1392,25.5,,23.1,1606,1.5,13303,,-11.8,S14000057,Stephen Kerr,,3.1,SNP,,-0.9,Mark Ruskell,Johanna Boyd,12051,28.3,77.5,45.6,23783,2.7,Elisabeth Wilson,-16.2
Margaret Ferrier,1045,35.2,1301,7.6,,,20304,2.3,-10.2,S14000056,Taylor Muir,0.8,,SNP,Janice MacKay,-2.1,,Tom Greatrex,4350,36.5,69.7,52.6,30279,1.8,Tony Hughes,-25.6
Stuart Donaldson,11812,4.5,1006,28.8,885,1.6,2487,1.8,-17.0,S14000058,Alexander Burnett,0.9,1.6,SNP,David Lansdell,-1.4,Richard Openshaw,Barry Black,15916,25.9,75.2,41.6,22949,21.4,Robert Smith,-9.1
Martin Docherty,816,31.3,,7.0,,,16027,,-6.5,S14000059,Maurice Corry,,,SNP,,-0.6,,Gemma Doyle,3597,38.9,73.9,59.0,30198,1.6,Aileen Morton,-30.0
Danus Skene,9407,7.1,1082,8.9,,,1624,4.8,-20.6,S14000051,Donald Cameron,-1.6,,LD,Robert Smith,-1.6,,Gerry McGarvey,2025,27.2,65.8,37.8,8590,41.4,Alistair Carmichael,-3.5
,,,,2.8,1058,2.7,,,,N06000001,Neil Wilson,,2.7,DUP,,2.8,Ross Brown,,1121,,62.8,,,,,
,,,,,,,,,,N06000002,,,,DUP,,,,,,,59.2,,,,,
,,,1900,1.5,2238,2.7,,4.9,,N06000003,Ben Manton,4.9,5.7,SDLP,Bob Stoker,1.5,Clare Bailey,,582,,60.0,,,,,
,,,765,0.1,,,,2.2,,N06000004,Paul Shea,2.2,,SF,Brian Higginson,0.1,,,34,,56.4,,,,,
,,,3660,1.6,,,,10.9,,N06000005,Alex Wilson,10.9,,DUP,Noel Jordan,1.6,,,549,,53.3,,,,,
,,,,,788,1.5,,,,N06000007,,,1.5,UUP,,,Tanya Jones,,,,72.6,,,,,
,,,,1.2,,,,,,N06000006,Elizabeth St Clair-Legge,,,DUP,,1.2,,,422,,51.9,,,,,
,,,832,0.4,,,,2.2,,N06000008,Hamish Badenoch,2.2,,SDLP,Kyle Thompson,0.4,,,132,,52.8,,,,,
,,,2200,1.6,,,,5.5,,N06000009,Helen Osborne,5.5,,DUP,Alan Love,1.6,,,654,,55.9,,,,,
,,,,0.4,,,,,,N06000011,Robert Rigby,,,SF,,0.4,,,210,,64.3,,,,,
,,,863,0.3,,,,2.1,,N06000010,Lucille Nicholson,2.1,,SF,Alan Day,0.3,,,120,,60.3,,,,,
,,,1341,0.9,,,,3.2,,N06000012,Carol Freeman,3.2,,DUP,Robert Hill,0.9,,,368,,55.2,,,,,
,,,1482,4.4,1958,2.3,,4.1,,N06000013,Mark Brotherston,4.1,5.4,IND,Jonny Lavery,4.4,Steven Agnew,,1593,,56.0,,,,,
,,,2237,6.4,,,,6.6,,N06000016,Johnny Andrews,6.6,,DUP,Joe Jordan,6.4,,,2167,,52.8,,,,,
,,,3044,0.7,,,,7.1,,N06000015,Felicity Buchan,7.1,,SDLP,Henry Reilly,0.7,,,318,,56.8,,,,,
,,,,0.4,,,,,,N06000017,Amandeep Bhogal,,,DUP,,0.4,,,201,,59.0,,,,,
,,,,1.1,,,,,,N06000014,Alan Dunlop,,,UUP,,1.1,,,415,,54.2,,,,,
,,,,0.4,780,2.0,,,,N06000018,Claire-Louise Leyland,,2.0,SF,,0.4,Ciaran McClean,,169,,60.5,,,,,
